sinp                   lambda3  tanbeta  sinbma       widthA        MA            widthH        MH            FracWA      FracWH
0.2                    4        3        0.9949874    4.953615e+00  4.100000e+02  1.257261e-01  2.600000e+02  0.012082    0.000483562
0.2                    4        3        0.979795897  5.433085e+00  4.100000e+02  2.801961e-01  2.600000e+02  0.0132514   0.00107768
0.2                    4        4        0.99995      4.169610e+00  4.100000e+02  7.990301e-02  2.600000e+02  0.0101698   0.000307319
0.2                    4        4        0.9949874    4.620865e+00  4.100000e+02  1.357403e-01  2.600000e+02  0.0112704   0.000522078
0.2                    4        4        0.979795897  5.387591e+00  4.100000e+02  3.817031e-01  2.600000e+02  0.0131405   0.00146809
0.2                    4        5        0.99995      3.995725e+00  4.100000e+02  8.457331e-02  2.600000e+02  0.00974567  0.000325282
0.2                    4        5        0.9949874    4.785255e+00  4.100000e+02  1.571256e-01  2.600000e+02  0.0116714   0.000604329
0.2                    4        5        0.979795897  6.107160e+00  4.100000e+02  6.092830e-01  2.600000e+02  0.0148955   0.0023434
0.2                    4        6        0.99995      3.980426e+00  4.100000e+02  9.079980e-02  2.600000e+02  0.00970836  0.00034923
0.2                    4        6        0.9949874    5.309733e+00  4.100000e+02  1.934408e-01  2.600000e+02  0.0129506   0.000744003
0.2                    4        6        0.979795897  7.588571e+00  4.100000e+02  1.012565e+00  2.600000e+02  0.0185087   0.00389448
0.2                    4        8        0.99995      4.204603e+00  4.100000e+02  1.082110e-01  2.600000e+02  0.0102551   0.000416196
0.2                    4        8        0.9949874    7.493538e+00  4.100000e+02  3.282920e-01  2.600000e+02  0.0182769   0.00126266
0.2                    4        8        0.979795897  1.355670e+01  4.100000e+02  2.584258e+00  2.600000e+02  0.0330651   0.00993945
0.2                    6        1        0.99995      1.859453e+01  4.100000e+02  8.675682e-02  2.600000e+02  0.0453525   0.00033368
0.2                    6        1        0.9949874    1.865608e+01  4.100000e+02  4.140417e-01  2.600000e+02  0.0455026   0.00159247
0.2                    6        1        0.979795897  1.884584e+01  4.100000e+02  1.238359e+00  2.600000e+02  0.0459655   0.00476292
0.2                    6        2        0.99995      9.961121e+00  4.100000e+02  1.091617e-01  2.600000e+02  0.0242954   0.000419853
0.2                    6        2        0.9949874    1.036026e+01  4.100000e+02  5.631545e-01  2.600000e+02  0.0252689   0.00216598
0.2                    6        2        0.979795897  1.089953e+01  4.100000e+02  2.307145e+00  2.600000e+02  0.0265842   0.00887363
0.2                    6        3        0.99995      9.707133e+00  4.100000e+02  1.765001e-01  2.600000e+02  0.0236759   0.000678847
0.2                    6        3        0.9949874    1.063379e+01  4.100000e+02  7.644065e-01  2.600000e+02  0.0259361   0.00294002
0.2                    6        3        0.979795897  1.177418e+01  4.100000e+02  3.644073e+00  2.600000e+02  0.0287175   0.0140157
0.2                    6        4        0.99995      1.123001e+01  4.100000e+02  2.759054e-01  2.600000e+02  0.0273903   0.00106117
0.2                    6        4        0.9949874    1.304937e+01  4.100000e+02  1.028118e+00  2.600000e+02  0.0318277   0.0039543
0.2                    6        4        0.979795897  1.526701e+01  4.100000e+02  5.395141e+00  2.600000e+02  0.0372366   0.0207505
0.2                    6        5        0.99995      1.372290e+01  4.100000e+02  4.063125e-01  2.600000e+02  0.0334705   0.00156274
0.2                    6        5        0.9949874    1.694894e+01  4.100000e+02  1.365029e+00  2.600000e+02  0.0413389   0.00525011
0.2                    6        5        0.979795897  2.093911e+01  4.100000e+02  7.665207e+00  2.600000e+02  0.051071    0.0294816
0.2                    6        6        0.99995      1.699643e+01  4.100000e+02  5.679175e-01  2.600000e+02  0.0414547   0.0021843
0.2                    6        6        0.9949874    2.229591e+01  4.100000e+02  1.785565e+00  2.600000e+02  0.0543803   0.00686756
0.2                    6        6        0.979795897  2.899455e+01  4.100000e+02  1.055573e+01  2.600000e+02  0.0707184   0.040599
0.2                    6        8        0.99995      2.567893e+01  4.100000e+02  9.866960e-01  2.600000e+02  0.0626315   0.00379498
0.2                    6        8        0.9949874    3.779557e+01  4.100000e+02  2.920264e+00  2.600000e+02  0.0921843   0.0112318
0.2                    6        8        0.979795897  5.365071e+01  4.100000e+02  1.862621e+01  2.600000e+02  0.130855    0.0716393
