MHs   MDM   MZp   BR(Hs->hh)    Xsec
800   500   5000  2.447356e-01  3.114356097000328e-06
800   600   1250  2.436423e-01  1.7200275600287405e-05
800   600   1500  2.438853e-01  7.36549165106871e-05
800   600   1750  2.440588e-01  7.809603664975805e-05
800   600   2000  2.441890e-01  6.481638723025441e-05
800   600   2500  2.443712e-01  4.91619689000677e-05
800   600   3000  2.444927e-01  3.7539849100016895e-05
800   600   3500  2.445794e-01  2.3044014690004524e-05
800   600   4000  2.446445e-01  1.229235049000135e-05
800   600   4500  2.446951e-01  6.054575590000483e-06
800   600   5000  2.447356e-01  2.8039032070001993e-06
800   700   1250  2.436423e-01  1.1595860800415542e-06
800   700   1500  2.438853e-01  1.8510766580182094e-05
800   700   1750  2.440588e-01  4.614295638027824e-05
800   700   2000  2.441890e-01  4.6822479549593564e-05
800   700   2500  2.443712e-01  3.289686971005671e-05
800   700   3000  2.444927e-01  2.659817390001467e-05
800   700   3500  2.445794e-01  1.7853764200003937e-05
800   700   4000  2.446445e-01  1.018117392000112e-05
800   700   4500  2.446951e-01  5.192337260000365e-06
800   700   5000  2.447356e-01  2.4767569310001435e-06
800   800   1500  2.438853e-01  9.839417600174841e-07
800   800   1750  2.440588e-01  1.5553296860098384e-05
800   800   2000  2.441890e-01  2.8746644810117995e-05
800   800   2500  2.443712e-01  2.3522433670045942e-05
800   800   3000  2.444927e-01  1.8193977800012677e-05
800   800   3500  2.445794e-01  1.3327214460003478e-05
800   800   4000  2.446445e-01  8.172455130000921e-06
800   800   4500  2.446951e-01  4.358904810000291e-06
800   800   5000  2.447356e-01  2.1591120420000996e-06
800   900   1750  2.440588e-01  9.183837500088825e-07
800   900   2000  2.441890e-01  1.179839891004966e-05
800   900   2500  2.443712e-01  1.713287152103474e-05
800   900   3000  2.444927e-01  1.2508937580011121e-05
800   900   3500  2.445794e-01  9.716966400003095e-06
800   900   4000  2.446445e-01  6.388446893000814e-06
800   900   4500  2.446951e-01  3.6223844650002292e-06
800   900   5000  2.447356e-01  1.844837695000078e-06
800   1000  2000  2.441890e-01  1.0523591000057147e-06
800   1000  2500  2.443712e-01  1.1300520966173103e-05
800   1000  3000  2.444927e-01  8.860662980008954e-06
800   1000  3500  2.445794e-01  6.815228430002636e-06
800   1000  4000  2.446445e-01  4.830101247000718e-06
800   1000  4500  2.446951e-01  2.903731103000198e-06
800   1000  5000  2.447356e-01  1.5497443460000596e-06
900   500   900   2.428753e-01  2.2061864602103888e-06
900   500   1000  2.430777e-01  6.089494100266453e-06
900   500   1250  2.434419e-01  7.751379601138023e-05
900   500   1500  2.436847e-01  8.872559731092365e-05
900   500   1750  2.438582e-01  7.391114514949391e-05
900   500   2000  2.439883e-01  5.690274280024249e-05
900   500   2500  2.441704e-01  4.775592197005851e-05
900   500   3000  2.442918e-01  3.567450340001479e-05
900   500   3500  2.443785e-01  2.1459101780004037e-05
900   500   4000  2.444436e-01  1.1310172480001292e-05
900   500   4500  2.444942e-01  5.510750240000506e-06
900   500   5000  2.445346e-01  2.5523226570002618e-06
900   600   1250  2.434419e-01  1.1367057210213116e-05
900   600   1500  2.436847e-01  4.945151051052419e-05
900   600   1750  2.438582e-01  5.329378271035541e-05
900   600   2000  2.439883e-01  4.3946762949193415e-05
900   600   2500  2.441704e-01  3.127364583005183e-05
900   600   3000  2.442918e-01  2.584660020001312e-05
900   600   3500  2.443785e-01  1.70268670100035e-05
900   600   4000  2.444436e-01  9.49712923000103e-06
900   600   4500  2.444942e-01  4.838227500000369e-06
900   600   5000  2.445346e-01  2.287819199000174e-06
900   700   1250  2.434419e-01  7.831555610318721e-07
900   700   1500  2.436847e-01  1.2436392140136622e-05
900   700   1750  2.438582e-01  3.145597695021359e-05
900   700   2000  2.439883e-01  3.201634791671099e-05
900   700   2500  2.441704e-01  2.142896096804349e-05
900   700   3000  2.442918e-01  1.7770647750011565e-05
900   700   3500  2.443785e-01  1.2911640050003107e-05
900   700   4000  2.444436e-01  7.765878960000879e-06
900   700   4500  2.444942e-01  4.1147305800002915e-06
900   700   5000  2.445346e-01  2.0221621950001182e-06
900   800   1500  2.436847e-01  6.706459800132752e-07
900   800   1750  2.438582e-01  1.0606893050074514e-05
900   800   2000  2.439883e-01  1.975200056009135e-05
900   800   2500  2.441704e-01  1.6095356845035188e-05
900   800   3000  2.442918e-01  1.1972831820009975e-05
900   800   3500  2.443785e-01  9.47108948000267e-06
900   800   4000  2.444436e-01  6.13386778000073e-06
900   800   4500  2.444942e-01  3.434580006000228e-06
900   800   5000  2.445346e-01  1.7372391800000846e-06
900   900   1750  2.438582e-01  6.318538100067502e-07
900   900   2000  2.439883e-01  8.124579330037814e-06
900   900   2500  2.441704e-01  1.1970621001226591e-05
900   900   3000  2.442918e-01  8.242803650008516e-06
900   900   3500  2.443785e-01  6.675712650002319e-06
900   900   4000  2.444436e-01  4.688703315000632e-06
900   900   4500  2.444942e-01  2.794896706000174e-06
900   900   5000  2.445346e-01  1.4723175500000612e-06
900   1000  2000  2.439883e-01  7.240093800042877e-07
900   1000  2500  2.441704e-01  7.921114634511232e-06
900   1000  3000  2.442918e-01  6.042787350007045e-06
900   1000  3500  2.443785e-01  4.59935529000202e-06
900   1000  4000  2.444436e-01  3.4752762550005306e-06
900   1000  4500  2.444942e-01  2.207376819000156e-06
900   1000  5000  2.445346e-01  1.228047812000048e-06
1000  600   1250  2.436600e-01  7.662056520165525e-06
1000  600   1500  2.439030e-01  3.374362253039826e-05
1000  600   1750  2.440765e-01  3.660397471027549e-05
1000  600   2000  2.442067e-01  3.0603054026951415e-05
1000  600   2500  2.443889e-01  1.9984781800040112e-05
1000  600   3000  2.445104e-01  1.7582445520009907e-05
1000  600   3500  2.445972e-01  1.2526265950002662e-05
1000  600   4000  2.446623e-01  7.349617740000805e-06
1000  600   4500  2.447129e-01  3.885549350000302e-06
1000  600   5000  2.447534e-01  1.8865289520001405e-06
1000  700   1250  2.436600e-01  5.445267230244152e-07
1000  700   1500  2.439030e-01  8.481116080106015e-06
1000  700   1750  2.440765e-01  2.160378840016549e-05
1000  700   2000  2.442067e-01  2.2339383620112006e-05
1000  700   2500  2.443889e-01  1.4513200960033866e-05
1000  700   3000  2.445104e-01  1.1810076160008808e-05
1000  700   3500  2.445972e-01  9.281663420002383e-06
1000  700   4000  2.446623e-01  5.92511556000066e-06
1000  700   4500  2.447129e-01  3.257232695000221e-06
1000  700   5000  2.447534e-01  1.6465287560000959e-06
1000  800   1500  2.439030e-01  4.6563266001028577e-07
1000  800   1750  2.440765e-01  7.3387554000569265e-06
1000  800   2000  2.442067e-01  1.3838042560070635e-05
1000  800   2500  2.443889e-01  1.1260252051027033e-05
1000  800   3000  2.445104e-01  7.843187077007817e-06
1000  800   3500  2.445972e-01  6.625661180002048e-06
1000  800   4000  2.446623e-01  4.596043024000568e-06
1000  800   4500  2.447129e-01  2.6956466920001724e-06
1000  800   5000  2.447534e-01  1.4119415880000685e-06
1000  900   1750  2.440765e-01  4.393426600051288e-07
1000  900   2000  2.442067e-01  5.679360639029373e-06
1000  900   2500  2.443889e-01  8.436327066420759e-06
1000  900   3000  2.445104e-01  5.589123839006519e-06
1000  900   3500  2.445972e-01  4.542975860001808e-06
1000  900   4000  2.446623e-01  3.4393367910004925e-06
1000  900   4500  2.447129e-01  2.156701241000138e-06
1000  900   5000  2.447534e-01  1.1850386850000493e-06
1000  1000  2000  2.442067e-01  5.104478970033022e-07
1000  1000  2500  2.443889e-01  5.583667443013607e-06
1000  1000  3000  2.445104e-01  4.244298025205316e-06
1000  1000  3500  2.445972e-01  3.086382460001565e-06
1000  1000  4000  2.446623e-01  2.4852952330004215e-06
1000  1000  4500  2.447129e-01  1.67772042300012e-06
1000  1000  5000  2.447534e-01  9.75038312000039e-07
