gDM MA Ma MDM BR(A->ah) BR(a->b+b~) Xsec effective Xsec (Xsec*BR)
0.05 600 350 100 7.817290e-02 3.824072e-03 1.2488 0.000373315
0.05 600 350 150 7.817450e-02 3.898733e-03 1.2477 0.000380276
0.05 600 350 200 7.817703e-02 4.031407e-03 1.2472 0.000393072
0.05 600 350 250 7.818107e-02 4.031407e-03 1.2511 0.000394321
0.1 600 200 10 1.798872e-01 1.507827e-02 1.248 0.00338506
0.1 600 200 50 1.798895e-01 1.728295e-02 1.2496 0.00388503
0.1 600 200 100 1.798969e-01 9.544766e-01 1.2542 0.215355
0.1 600 250 10 1.487775e-01 1.505726e-02 1.981870e-07 1.2506
0.1 600 250 50 1.487795e-01 1.635356e-02 2.152493e-07 1.249
0.1 600 250 100 1.487859e-01 2.475672e-02 3.258535e-07 1.25
0.1 600 250 150 1.487972e-01 9.544794e-01 1.256307e-05 1.2508
0.1 600 300 10 1.139528e-01 1.498988e-02 1.2522 0.00213893
0.1 600 300 50 1.139544e-01 1.584585e-02 1.2531 0.00226273
0.1 600 300 100 1.139594e-01 1.993514e-02 1.2484 0.00283611
0.1 600 300 150 1.139684e-01 7.715690e-01 1.2499 0.109909
0.1 600 300 200 1.139826e-01 7.715690e-01 1.2558 0.110442
0.1 600 350 10 7.810897e-02 3.189812e-03 1.2489 0.000311167
0.1 600 350 50 7.811010e-02 3.216751e-03 1.2497 0.000314001
0.1 600 350 100 7.811371e-02 3.312921e-03 1.2502 0.000323532
0.1 600 350 150 7.812013e-02 3.548399e-03 1.251 0.000346779
0.1 600 350 200 7.813023e-02 4.031407e-03 1.2459 0.000392427
0.1 600 350 250 7.814635e-02 4.031407e-03 1.251 0.000394115
